Date,Demand,Forecast,Prediction
19/11/2016,9615.5,9358.916667,9313.916667
20/11/2016,10701.125,10696.625,10651.625
21/11/2016,11929.875,12095.625,12050.625
22/11/2016,12198.25,12294.95833,12249.95833
23/11/2016,11913.875,11661.5,11616.5
24/11/2016,9601.208333,9877.083333,9832.083333
25/11/2016,8458.916667,8621.166667,8576.166667
26/11/2016,8825.875,9178.5,9133.5
27/11/2016,10578.91667,10192.375,10147.375
28/11/2016,11753.04167,11577.91667,11532.91667
29/11/2016,10731.16667,10834.25,10789.25
30/11/2016,10395.91667,10327.625,10282.625
01/12/2016,10305.95833,10430.625,10385.625
02/12/2016,11468.70833,11407.625,11362.625
03/12/2016,11025.58333,11320.29167,11275.29167
04/12/2016,10893.08333,11032.95833,10987.95833
05/12/2016,11403.20833,11427.875,11382.875
06/12/2016,11523.625,11683.25,11638.25
07/12/2016,11753,11903.91667,11858.91667
08/12/2016,11506.20833,11585.875,11540.875
09/12/2016,13351.625,13371.75,13326.75
10/12/2016,13814.91667,13824.54167,13779.54167
11/12/2016,13550.66667,13231.95833,13186.95833
12/12/2016,12207.20833,12360.04167,12315.04167
13/12/2016,12242,12064.625,12019.625
14/12/2016,11921.41667,12357.79167,12312.79167
15/12/2016,13230.91667,13344.70833,13299.70833
16/12/2016,15630.375,15490.45833,15445.45833
17/12/2016,13879.16667,13596.70833,13551.70833
18/12/2016,10435.66667,10305.58333,10260.58333
19/12/2016,11880.29167,12084.5,12039.5
20/12/2016,13116.66667,13610.08333,13565.08333
21/12/2016,13813.33333,12814.20833,12769.20833
22/12/2016,11691.25,11658.375,11613.375
23/12/2016,11057.5,11668.125,11623.125
24/12/2016,9964.625,9875.208333,9830.208333
25/12/2016,9853.8,9643.4,9598.4
26/12/2016,8685.944444,9389.055556,9344.055556
27/12/2016,9332.375,9955.916667,9910.916667
28/12/2016,9830.625,10063.625,10018.625
29/12/2016,10342.125,10272.45833,10227.45833
30/12/2016,11464.91667,11392.04167,11347.04167
31/12/2016,12534.25,12093.04167,12048.04167
01/01/2017,10603.25,10932.79167,10887.79167
02/01/2017,10285.875,10641.45833,10596.45833
03/01/2017,11137.45833,10949.16667,10904.16667
04/01/2017,11013.91667,10987.25,10942.25
05/01/2017,13220.41667,12402.95833,12357.95833
06/01/2017,13142.75,12967.95833,12922.95833
07/01/2017,14190.625,13888.79167,13843.79167
08/01/2017,16068.41667,16712.29167,16667.29167
09/01/2017,16922.125,17190.29167,17145.29167
10/01/2017,15486.16667,15476.95833,15431.95833
11/01/2017,13136.58333,12878.45833,12833.45833
12/01/2017,11427.5,11293.66667,11248.66667
13/01/2017,10497.54167,10733,10688
14/01/2017,9868.083333,10244.20833,10199.20833
15/01/2017,11122.5,11285.75,11240.75
16/01/2017,10512.27778,10794.05556,10749.05556
17/01/2017,11080.41667,11068.75,11023.75
18/01/2017,10476.16667,10562.875,10517.875
19/01/2017,11002.20833,10956.54167,10911.54167
20/01/2017,10808.04167,10913.70833,10868.70833
21/01/2017,10009.79167,9884.458333,9839.458333
22/01/2017,9524.875,9206.208333,9161.208333
23/01/2017,10546.125,10360.33333,10315.33333
24/01/2017,11124.66667,11279.16667,11234.16667
25/01/2017,11411.79167,11392,11347
26/01/2017,10355.29167,10688.875,10643.875
27/01/2017,12044.45833,11771.83333,11726.83333
28/01/2017,12334.45833,12652.29167,12607.29167
29/01/2017,11678.08333,12064.58333,12019.58333
30/01/2017,12621.75,13210.58333,13165.58333
31/01/2017,12768.41667,13214.5,13169.5
01/02/2017,11209.70833,11212.45833,11167.45833
02/02/2017,10856.45833,10731.08333,10686.08333
03/02/2017,11463.20833,11781.20833,11736.20833
04/02/2017,12830.04167,12989.04167,12944.04167
05/02/2017,11991.41667,12572.54167,12527.54167
06/02/2017,11336.45833,11787.08333,11742.08333
07/02/2017,10551.54167,10891.04167,10846.04167
08/02/2017,10262.375,10340.16667,10295.16667
09/02/2017,10636.125,10619.79167,10574.79167
10/02/2017,13285.125,13160.91667,13115.91667
11/02/2017,10849.29167,11203.625,11158.625
12/02/2017,9005.458333,9424.583333,9379.583333
13/02/2017,10024.58333,10339.625,10294.625
14/02/2017,11496,12264,12219
15/02/2017,10635.95,11130.05,11085.05
16/02/2017,11968.875,12372.91667,12327.91667
17/02/2017,11455.58333,11836.25,11791.25
18/02/2017,10114.20833,10148.79167,10103.79167
19/02/2017,9395.041667,9394.708333,9349.708333
20/02/2017,10147.625,10287.58333,10242.58333
21/02/2017,10419.41667,10369.70833,10324.70833
22/02/2017,10372.95833,10362.125,10317.125
23/02/2017,10320.58333,10322.91667,10277.91667
24/02/2017,10051.33333,10169.16667,10124.16667
25/02/2017,9241.208333,9433.333333,9388.333333
26/02/2017,9698.208333,10002.16667,9957.166667
27/02/2017,11225.54167,11175.91667,11130.91667
28/02/2017,10701.125,10663.16667,10618.16667
01/03/2017,10214.41667,10221.95833,10176.95833
02/03/2017,10177.54167,10240.58333,10195.58333
03/03/2017,11438,11377.66667,11332.66667
04/03/2017,11543.625,11771.75,11726.75
05/03/2017,10601.58333,10770.875,10725.875
06/03/2017,11050.16667,10880.79167,10835.79167
07/03/2017,10576.5,10452.625,10407.625
08/03/2017,10080.41667,10158.83333,10113.83333
09/03/2017,10574,10504.20833,10459.20833
10/03/2017,10079.125,10040.25,9995.25
11/03/2017,10770,10754.33333,10709.33333
12/03/2017,11084.54167,11368.5,11323.5
13/03/2017,12101.20833,11943.66667,11898.66667
14/03/2017,12777.95833,12600.875,12555.875
15/03/2017,14413.29167,13688.20833,13643.20833
16/03/2017,14120,14024,13979
17/03/2017,12953.58333,12688.25,12643.25
18/03/2017,10079.625,9802.291667,9757.291667
19/03/2017,9638.291667,9500.875,9455.875
20/03/2017,11183.41667,11014.91667,10969.91667
21/03/2017,10462.375,10510.66667,10465.66667
22/03/2017,10084.16667,10154.75,10109.75
23/03/2017,10927.54167,11314.66667,11269.66667
24/03/2017,10792.29167,11336.41667,11291.41667
25/03/2017,9274.291667,9466.083333,9421.083333
26/03/2017,8851.208333,8813.125,8768.125
27/03/2017,10017.83333,10035.83333,9990.833333
28/03/2017,10563.70833,10505.29167,10460.29167
29/03/2017,10445,10471.54167,10426.54167
30/03/2017,10255.20833,10227.91667,10182.91667
31/03/2017,10093.75,10064.66667,10019.66667
01/04/2017,9078.125,9136.166667,9091.166667
02/04/2017,8679.166667,8698.958333,8653.958333
03/04/2017,9818.416667,9811.291667,9766.291667
04/04/2017,10328.25,10479.16667,10434.16667
05/04/2017,10272.54167,10469.79167,10424.79167
06/04/2017,9986.291667,9939.75,9894.75
07/04/2017,10373.91667,10258.75,10213.75
08/04/2017,9878.333333,9661.5,9616.5
09/04/2017,9130.458333,9000.208333,8955.208333
10/04/2017,9739.958333,9804.833333,9759.833333
11/04/2017,10327.66667,10360.16667,10315.16667
12/04/2017,10536.83333,10655.375,10610.375
13/04/2017,10552.33333,10463.58333,10418.58333
14/04/2017,10058.25,10011.70833,9966.708333
15/04/2017,9686.125,9732.791667,9687.791667
16/04/2017,9351.25,9659.833333,9614.833333
17/04/2017,10471.375,10541.125,10496.125
18/04/2017,10481.83333,10471.41667,10426.41667
19/04/2017,10104.25,9951.875,9906.875
20/04/2017,10544.95833,10538.875,10493.875
21/04/2017,11319.375,11568.45833,11523.45833
22/04/2017,10726.75,11069.45833,11024.45833
23/04/2017,9238.416667,9453.375,9408.375
24/04/2017,10250.04167,9987.875,9942.875
25/04/2017,10342.45833,10205.08333,10160.08333
26/04/2017,10639.75,10756,10711
27/04/2017,10810,11298.33333,11253.33333
28/04/2017,11409.79167,11494.45833,11449.45833
29/04/2017,11776.66667,11827.375,11782.375
30/04/2017,11312.58333,11574.375,11529.375
01/05/2017,11667.41667,11340.04167,11295.04167
02/05/2017,10634.29167,10673,10628
03/05/2017,10746.79167,10506.20833,10461.20833
04/05/2017,10723.70833,10390.375,10345.375
05/05/2017,10226.5,9934.916667,9889.916667
06/05/2017,8954.166667,9164.25,9119.25
07/05/2017,8800.166667,8792.625,8747.625
08/05/2017,9771.125,9871.958333,9826.958333
09/05/2017,10351.91667,10194.79167,10149.79167
10/05/2017,11319.45833,11037.16667,10992.16667
11/05/2017,11847.20833,12256.45833,12211.45833
12/05/2017,10719.125,11443.125,11398.125
13/05/2017,9220.791667,9270.708333,9225.708333
14/05/2017,9293.208333,9174.041667,9129.041667
15/05/2017,11417.70833,11203.5,11158.5
16/05/2017,12421.16667,12160.04167,12115.04167
17/05/2017,13062.45833,12858.54167,12813.54167
18/05/2017,12964.25,13095.33333,13050.33333
19/05/2017,13315.83333,13065.125,13020.125
20/05/2017,12387.75,12145.66667,12100.66667
21/05/2017,11054.25,10755.16667,10710.16667
22/05/2017,11399.58333,11438.29167,11393.29167
23/05/2017,11218.33333,11098.20833,11053.20833
24/05/2017,10751.04167,10555.875,10510.875
25/05/2017,10415.75,10523.91667,10478.91667
26/05/2017,10576,10706.79167,10661.79167
27/05/2017,10911.125,11177.91667,11132.91667
28/05/2017,11107.125,11548.20833,11503.20833
29/05/2017,11228.25,12130.875,12085.875
30/05/2017,11906.58333,12523.54167,12478.54167
31/05/2017,12608,12574.95833,12529.95833
01/06/2017,12294.54167,12654.25,12609.25
02/06/2017,12529.375,12494.79167,12449.79167
03/06/2017,12070.58333,11796.91667,11751.91667
04/06/2017,11751.875,11895.08333,11850.08333
05/06/2017,12205.75,12949.58333,12904.58333
06/06/2017,12387.33333,12430.25,12385.25
07/06/2017,11747.45833,11783.54167,11738.54167
08/06/2017,10981.79167,11065.95833,11020.95833
09/06/2017,11402.45833,11340.41667,11295.41667
10/06/2017,11709.70833,11602.83333,11557.83333
11/06/2017,11933.83333,11895.875,11850.875
12/06/2017,13265.58333,13373.04167,13328.04167
13/06/2017,13744.375,13881.25,13836.25
14/06/2017,13448.70833,14312.58333,14267.58333
15/06/2017,14428.41667,14433.45833,14388.45833
16/06/2017,13890.375,14573.20833,14528.20833
17/06/2017,12674.125,13525.66667,13480.66667
18/06/2017,12722.25,12975.29167,12930.29167
19/06/2017,13999.29167,14357.08333,14312.08333
20/06/2017,13118,13395.29167,13350.29167
21/06/2017,12624.125,12980,12935
22/06/2017,12725.79167,13325.125,13280.125
23/06/2017,13586.83333,13732.875,13687.875
24/06/2017,13449.70833,13499.83333,13454.83333
25/06/2017,11352.375,12304.95833,12259.95833
26/06/2017,11819.79167,12282.41667,12237.41667
27/06/2017,12206.16667,11849.45833,11804.45833
28/06/2017,11877.83333,11879.83333,11834.83333
29/06/2017,12699,12391.33333,12346.33333
30/06/2017,12772.5,12328.54167,12283.54167
01/07/2017,12545.29167,12527.5,12482.5
02/07/2017,12156.54167,12997.33333,12952.33333
03/07/2017,13056.25,13057.875,13012.875
04/07/2017,12306.16667,12741,12696
05/07/2017,13212.375,13823.41667,13778.41667
06/07/2017,13794.08333,14617.375,14572.375
07/07/2017,14065.83333,14987.79167,14942.79167
08/07/2017,13771.25,13969.54167,13924.54167
09/07/2017,12024.83333,12734.25,12689.25
10/07/2017,13837.04167,13680.41667,13635.41667
11/07/2017,14972.33333,14649.375,14604.375
12/07/2017,15716,15246.70833,15201.70833
13/07/2017,15873.25,15673.83333,15628.83333
14/07/2017,15610.875,15875.45833,15830.45833
15/07/2017,14166.83333,14627.875,14582.875
16/07/2017,12776.83333,13219.70833,13174.70833
17/07/2017,14005.79167,14015.25,13970.25
18/07/2017,14081.16667,14405.875,14360.875
19/07/2017,14304.375,14817.75,14772.75
20/07/2017,15312.41667,15206.29167,15161.29167
21/07/2017,15775.375,15656.70833,15611.70833
22/07/2017,15399,15846.04167,15801.04167
23/07/2017,14766.5,15327.08333,15282.08333
24/07/2017,14029.875,15931.875,15886.875
25/07/2017,15211.29167,15311.83333,15266.83333
26/07/2017,14621.25,14678.95833,14633.95833
27/07/2017,14668.16667,14583.33333,14538.33333
28/07/2017,14089.16667,14361.66667,14316.66667
29/07/2017,12869,13063.29167,13018.29167
30/07/2017,11432,11647.16667,11602.16667
31/07/2017,12244.91667,12256.91667,12211.91667
01/08/2017,12879.625,12921.41667,12876.41667
02/08/2017,13057.625,13415.70833,13370.70833
03/08/2017,13423,13787.33333,13742.33333
04/08/2017,13432.29167,13638.45833,13593.45833
05/08/2017,12856.58333,12905.75,12860.75
06/08/2017,12068.58333,12326.83333,12281.83333
07/08/2017,13469.91667,13766.04167,13721.04167
08/08/2017,12919.45833,13395.5,13350.5
09/08/2017,12236.58333,12445.70833,12400.70833
10/08/2017,12623.45833,12350.95833,12305.95833
11/08/2017,12999.91667,12987.04167,12942.04167
12/08/2017,12927.75,12998.95833,12953.95833
13/08/2017,12854.41667,12951.875,12906.875
14/08/2017,13651,13918.95833,13873.95833
15/08/2017,14223.41667,14353.875,14308.875
16/08/2017,14806.66667,14682.04167,14637.04167
17/08/2017,15659.125,15378.45833,15333.45833
18/08/2017,15804.29167,15431.66667,15386.66667
19/08/2017,14090,13971.83333,13926.83333
20/08/2017,13376.91667,13147.75,13102.75
21/08/2017,14979.83333,14522.625,14477.625
22/08/2017,15162.25,15026.875,14981.875
23/08/2017,15268.875,14904.04167,14859.04167
24/08/2017,13890.45833,13684.20833,13639.20833
25/08/2017,12988.75,12656.54167,12611.54167
26/08/2017,12168.70833,11836.66667,11791.66667
27/08/2017,11648.375,11186.33333,11141.33333
28/08/2017,11695.58333,11605.875,11560.875
29/08/2017,11421.54167,11541.33333,11496.33333
30/08/2017,11811.29167,11747.91667,11702.91667
31/08/2017,12174.33333,11925,11880
01/09/2017,11994,11912.16667,11867.16667
02/09/2017,10372.66667,11386.95833,11341.95833
03/09/2017,10158.25,10306.95833,10261.95833
04/09/2017,10566.54167,10555.04167,10510.04167
05/09/2017,12104.04167,12639.66667,12594.66667
06/09/2017,11426.58333,12182.54167,12137.54167
07/09/2017,10339.70833,10626.5,10581.5
08/09/2017,10396.83333,10603,10558
09/09/2017,9760.375,9828.708333,9783.708333
10/09/2017,8966.875,9198.416667,9153.416667
11/09/2017,9844.791667,9924.583333,9879.583333
12/09/2017,10201,10591.875,10546.875
13/09/2017,10919.75,11274.70833,11229.70833
14/09/2017,11429.25,11645.29167,11600.29167
15/09/2017,11688.25,11982.125,11937.125
16/09/2017,11320.70833,11603.875,11558.875
17/09/2017,11122.04167,11401.83333,11356.83333
18/09/2017,12295.125,12452.54167,12407.54167
19/09/2017,12526.75,12891.75,12846.75
20/09/2017,13029.54167,13168.79167,13123.79167
21/09/2017,13174.29167,13299.20833,13254.20833
22/09/2017,12954.83333,12946.54167,12901.54167
23/09/2017,12026.79167,12032.16667,11987.16667
24/09/2017,11265.04167,11323.29167,11278.29167
25/09/2017,12197.29167,12245.95833,12200.95833
26/09/2017,12868.20833,12846.5,12801.5
27/09/2017,13478.125,13246.70833,13201.70833
28/09/2017,13550.125,13571.20833,13526.20833
29/09/2017,12187.20833,12145.66667,12100.66667
30/09/2017,10218.70833,9975,9930
01/10/2017,8888.5,8953.791667,8908.791667
02/10/2017,9973.458333,9826.208333,9781.208333
03/10/2017,10444.91667,10291.83333,10246.83333
04/10/2017,10584.54167,10409.08333,10364.08333
05/10/2017,10834.79167,10709.83333,10664.83333
06/10/2017,11049.20833,11024.08333,10979.08333
07/10/2017,10208.54167,10493.83333,10448.83333
08/10/2017,10780.70833,11117.66667,11072.66667
09/10/2017,12768.33333,12333.95833,12288.95833
10/10/2017,13315.79167,12703.16667,12658.16667
11/10/2017,13765.625,13126.75,13081.75
12/10/2017,12950.20833,12595.83333,12550.83333
13/10/2017,11326.70833,11321.70833,11276.70833
14/10/2017,9941,10119.79167,10074.79167
15/10/2017,9885.083333,10300.54167,10255.54167
16/10/2017,10738.95833,10494.375,10449.375
17/10/2017,10018.125,10269.54167,10224.54167
18/10/2017,10286.875,10538.5,10493.5
19/10/2017,10329.04167,10433.54167,10388.54167
20/10/2017,10180.70833,10316.29167,10271.29167
21/10/2017,9318.375,9684.5,9639.5
22/10/2017,9019.166667,9219.583333,9174.583333
23/10/2017,10377.04167,10279.375,10234.375
24/10/2017,10053.75,10264.66667,10219.66667
25/10/2017,10179.83333,10250.29167,10205.29167
26/10/2017,10522.66667,10795.375,10750.375
27/10/2017,10479.66667,10439.875,10394.875
28/10/2017,9370.458333,9375.166667,9330.166667
29/10/2017,9038.541667,9136.666667,9091.666667
30/10/2017,11245.54167,11152.5,11107.5
31/10/2017,10942.70833,10857.75,10812.75
01/11/2017,10408.33333,10546.58333,10501.58333
02/11/2017,10282.625,10340.75,10295.75
03/11/2017,10228.95833,10405.20833,10360.20833
04/11/2017,9519.458333,9606.166667,9561.166667
05/11/2017,9006.875,8838.625,8793.625
06/11/2017,10052.29167,9899.541667,9854.541667
07/11/2017,10422,10213.54167,10168.54167
08/11/2017,10776.54167,10519.875,10474.875
09/11/2017,11271.95833,11213.70833,11168.70833
10/11/2017,11053.875,11197.625,11152.625
11/11/2017,11254.5,11638.16667,11593.16667
12/11/2017,11355.79167,11660.875,11615.875
13/11/2017,11028.58333,11151.5,11106.5
14/11/2017,11469.04167,11297.95833,11252.95833
15/11/2017,11626.91667,11715.375,11670.375
16/11/2017,11425.75,11401.66667,11356.66667
17/11/2017,11306.33333,11036.25,10991.25
18/11/2017,10702.83333,10219.5,10174.5
19/11/2017,9436.875,9390.833333,9345.833333
20/11/2017,12110.5,11817.33333,11772.33333
21/11/2017,12107.83333,12441.08333,12396.08333
22/11/2017,10669.95833,11206.91667,11161.91667
23/11/2017,10608.08333,10578.625,10533.625
24/11/2017,10739.54167,10201.33333,10156.33333
25/11/2017,10484.75,10119.875,10074.875
26/11/2017,10014.95833,10129.16667,10084.16667
27/11/2017,11758.41667,12012.70833,11967.70833
28/11/2017,12212.83333,11997.16667,11952.16667
29/11/2017,11455.41667,11754.20833,11709.20833
30/11/2017,11347.54167,11220.20833,11175.20833
01/12/2017,10601.375,10750.91667,10705.91667
02/12/2017,10644.5,10836.16667,10791.16667
03/12/2017,9759.842105,9748.052632,9703.052632
04/12/2017,11193.79167,10938.79167,10893.79167
05/12/2017,11358.75,11033.45833,10988.45833
06/12/2017,11098.25,11180.70833,11135.70833
07/12/2017,12115.25,12311.20833,12266.20833
08/12/2017,12870.16667,13152.58333,13107.58333
09/12/2017,13561.45833,12882.79167,12837.79167
10/12/2017,13334.83333,13433.54167,13388.54167
11/12/2017,13741.79167,13542.33333,13497.33333
12/12/2017,12862.54167,12761.41667,12716.41667
13/12/2017,14337.33333,14456.875,14411.875
14/12/2017,13244.16667,13676.58333,13631.58333
15/12/2017,12963.20833,13210.66667,13165.66667
16/12/2017,13349.08333,12980.29167,12935.29167
17/12/2017,12861.66667,11854.20833,11809.20833
18/12/2017,11758.70833,11760.875,11715.875
19/12/2017,11509.91667,11642.70833,11597.70833
20/12/2017,10837.41667,11175.95833,11130.95833
21/12/2017,11188.33333,11874.29167,11829.29167
22/12/2017,11106.66667,11156.70833,11111.70833
23/12/2017,9631.916667,9607.416667,9562.416667
24/12/2017,9390.833333,9166.458333,9121.458333
25/12/2017,10722.08333,10892.79167,10847.79167
26/12/2017,12037,12611,12566
27/12/2017,12716.375,12843.33333,12798.33333
28/12/2017,13961.70833,13931.25,13886.25
29/12/2017,14387.45833,14468.375,14423.375
30/12/2017,12542.41667,12542.08333,12497.08333
31/12/2017,13523.20833,12723,12678
01/01/2018,15283.20833,14621.41667,14576.41667
02/01/2018,17515.16667,17011.25,16966.25
03/01/2018,17879.20833,16864.79167,16819.79167
04/01/2018,17171.20833,16192.41667,16147.41667
05/01/2018,18338.625,17361.45833,17316.45833
06/01/2018,17461.375,17406.54167,17361.54167
07/01/2018,17694.125,17393.83333,17348.83333
08/01/2018,16550.875,15669.83333,15624.83333
09/01/2018,13660.70833,14239.16667,14194.16667
10/01/2018,11809.75,12813.875,12768.875
11/01/2018,11854.79167,11973.375,11928.375
12/01/2018,10697.20833,10876.91667,10831.91667
13/01/2018,11356,11429.33333,11384.33333
14/01/2018,14720.94444,14675,14630
15/01/2018,16002.66667,15694.29167,15649.29167
16/01/2018,15681.83333,15163.125,15118.125
17/01/2018,14745.25,14999.33333,14954.33333
18/01/2018,16719.125,17099.83333,17054.83333
19/01/2018,15043.375,15960.58333,15915.58333
20/01/2018,13281.20833,13139.41667,13094.41667
21/01/2018,11388.375,11343.875,11298.875
22/01/2018,11473.375,11462,11417
23/01/2018,10704.79167,11198.95833,11153.95833
24/01/2018,12032.75,12461.58333,12416.58333
25/01/2018,13297.16667,13563.41667,13518.41667
26/01/2018,13546.5,13444.58333,13399.58333
27/01/2018,11749.54167,11835.04167,11790.04167
28/01/2018,10420.04167,10473.58333,10428.58333
29/01/2018,11037.20833,11403.45833,11358.45833
30/01/2018,13346.91667,13373.5,13328.5
31/01/2018,14914.25,14649.66667,14604.66667
01/02/2018,13397.29167,13164.91667,13119.91667
02/02/2018,13125.22222,12834.81481,12789.81481
03/02/2018,,,-45
04/02/2018,13181.5,13005.23077,12960.23077
05/02/2018,,,-45
06/02/2018,13250.88889,12941.94444,12896.94444
07/02/2018,11808.91667,11730.375,11685.375
08/02/2018,11792.54167,12177.91667,12132.91667
09/02/2018,12810.91667,12771.95833,12726.95833
10/02/2018,10878.91667,11074.79167,11029.79167
11/02/2018,9649.166667,9628.333333,9583.333333
12/02/2018,10091.79167,10180.58333,10135.58333
13/02/2018,11685.79167,11995.25,11950.25
14/02/2018,12404.16667,12284.125,12239.125
15/02/2018,10731.125,11061.70833,11016.70833
16/02/2018,10293.45833,10456.875,10411.875
17/02/2018,10001,10462.375,10417.375
18/02/2018,9986.791667,10795.41667,10750.41667
19/02/2018,10734.875,10913.625,10868.625
20/02/2018,10756.66667,10729,10684
21/02/2018,10469.66667,10498.625,10453.625
22/02/2018,10535.70833,10712.79167,10667.79167
23/02/2018,10354.75,10709.83333,10664.83333
24/02/2018,9591.25,9788.291667,9743.291667
25/02/2018,9165.916667,9384.541667,9339.541667
26/02/2018,9950.291667,10374.58333,10329.58333
27/02/2018,11186.45833,11189.5,11144.5
28/02/2018,11288.95833,11434.75,11389.75
01/03/2018,11062.04167,10927.25,10882.25
02/03/2018,10940,10752.04167,10707.04167
03/03/2018,11139.16667,11427.83333,11382.83333
04/03/2018,10625.45833,11211.83333,11166.83333
05/03/2018,11399.91667,11600.33333,11555.33333
06/03/2018,11844.625,11886.91667,11841.91667
07/03/2018,11971,12095.91667,12050.91667
08/03/2018,13058.45833,12746.125,12701.125
09/03/2018,13121.54167,12994.5,12949.5
10/03/2018,11257.5,11357.75,11312.75
11/03/2018,10979.625,10524.41667,10479.41667
12/03/2018,12835.58333,12238.125,12193.125
13/03/2018,13180.16667,12898.5,12853.5
14/03/2018,13002.375,13007.45833,12962.45833
15/03/2018,13146.625,12765.375,12720.375
16/03/2018,10663.20833,10971.33333,10926.33333
17/03/2018,10012.95833,9774.291667,9729.291667
18/03/2018,9033.166667,9226.375,9181.375
19/03/2018,10112.54167,10379.875,10334.875
20/03/2018,10454.33333,10824.29167,10779.29167
21/03/2018,12320.58333,11486.91667,11441.91667
22/03/2018,12755.04167,12647.33333,12602.33333
23/03/2018,11982.625,12273.5,12228.5
24/03/2018,11161.70833,11675.45833,11630.45833
25/03/2018,11545.375,11310.875,11265.875
26/03/2018,11673.375,12638.25,12593.25
27/03/2018,11680.45833,12211.20833,12166.20833
28/03/2018,11020.33333,11041.41667,10996.41667
29/03/2018,10092.91667,10616.70833,10571.70833
30/03/2018,9572.541667,10230.91667,10185.91667
31/03/2018,9149.25,9423.333333,9378.333333
01/04/2018,8974.666667,9065.791667,9020.791667
02/04/2018,9597.208333,9759.791667,9714.791667
03/04/2018,10070.58333,10212.45833,10167.45833
04/04/2018,10179,10357.83333,10312.83333
05/04/2018,10500.125,2165.708333,2120.708333
06/04/2018,10394.04167,7951.875,7906.875
07/04/2018,9946.8,9828.8,9783.8
08/04/2018,,,-45
09/04/2018,,,-45
10/04/2018,10581.42105,10450.73684,10405.73684
11/04/2018,10661.6,10513.8,10468.8
