SCEG,2015,2781.846920289855
TIDC,2015,317.54758652094716
LDWP,2015,3533.5157032316797
WACM,2015,2953.728260869565
CISO,2015,28051.527645051196
OVEC,2015,74.82831257078142
WAUW,2015,87.00270880361174
CHPD,2015,420.83627717391306
FPL,2015,15168.563364316482
SPA,2015,74.51064311594203
NEVP,2015,4457.864326160816
EPE,2015,1026.4198369565217
AVA,2015,1330.4412231030578
DOPD,2015,172.17074285714287
NWMT,2015,1280.848731884058
PSCO,2015,5091.600906002265
AEC,2015,517.818306010929
GCPD,2015,553.0751811594203
WALC,2015,1017.1917497733455
EEI,2015,0.0
JEA,2015,1566.7716357045763
SCL,2015,1101.783192894557
PACE,2015,-3998.0004530011324
ERCO,2015,41541.94088335221
IPCO,2015,1986.3505434782608
CPLE,2015,6846.749037372593
SOCO,2015,27096.048233695652
ISNE,2015,14701.892436594202
LGEE,2015,4053.5903532608695
TEC,2015,2522.1211778029447
PSEI,2015,3425.321105072464
SRP,2015,3644.1483242753625
SEC,2015,146.2523216308041
TVA,2015,17545.939297848243
SWPP,2015,28833.368969422423
AZPS,2015,3907.354114713217
DUK,2015,11584.074275362318
FPC,2015,6212.416893115942
GVL,2015,237.7205647916192
PGE,2015,2427.693691641995
PACW,2015,2083.2172140430353
NYIS,2015,18672.081766704418
CPLW,2015,536.3127264492754
PJM,2015,89924.91164476665
TEPC,2015,1768.9196105072465
HST,2015,68.02755636529264
IID,2015,399.90148232611176
NSB,2015,50.18560692325211
TAL,2015,321.7566029143898
FMPP,2015,2140.8267180766616
MISO,2015,76006.92934782608
AECI,2015,2182.575990939977
BANC,2015,2075.5229898074745
SC,2015,2979.791213768116
PNM,2015,1720.8960597826087
BPAT,2015,6105.381039615297
TPWR,2015,548.3381147540983
WWA,2016,0.0
AZPS,2016,3570.0223310926285
MISO,2016,74269.10078668338
LGEE,2016,4146.937920036451
IPCO,2016,1924.4313277771435
WACM,2016,2846.9876004592425
SOCO,2016,26974.891836502335
SCL,2016,1094.8541978578833
PSCO,2016,4931.563746154722
WALC,2016,996.6387971295136
FPL,2016,14322.783164138245
NWMT,2016,1258.6271919836029
LDWP,2016,3256.612582781457
PJM,2016,91907.79735733
CPLE,2016,6997.585482766492
AECI,2016,2235.0759335154826
SEC,2016,145.06384193695752
TPWR,2016,548.4106608335252
FPC,2016,5856.3406605922555
NYIS,2016,18306.675244818947
TEC,2016,2455.6324718205624
EPE,2016,956.2766005923901
SRP,2016,3354.801070371214
NSB,2016,49.35533869115959
PACE,2016,5274.506835269993
ISNE,2016,14295.796332156282
AEC,2016,517.4355284365646
PSEI,2016,3377.041358095021
DUK,2016,11921.019020501139
IID,2016,417.7909443430657
JEA,2016,1533.2736278751993
TAL,2016,317.21560953148384
PGE,2016,2306.108898353862
HST,2016,62.481694681096016
GVL,2016,234.4133763094279
CHPD,2016,193.86164882714644
GCPD,2016,540.1909599360804
NEVP,2016,4148.477741090744
SCEG,2016,2803.2227283079023
PNM,2016,1640.7177180596675
ERCO,2016,40041.39794988611
TEPC,2016,1686.7753359143703
DOPD,2016,169.56158287226364
TVA,2016,18279.357940305308
BPAT,2016,6144.270408744165
PACW,2016,3788.14993733622
OVEC,2016,80.78546200296229
SWPP,2016,29447.16279601876
WAUW,2016,88.13941975592908
CPLW,2016,565.7179954441914
BANC,2016,1986.7087555504952
CISO,2016,26310.089727511117
TIDC,2016,295.37550362610796
FMPP,2016,2068.2156482010278
SPA,2016,72.51468913687087
AVA,2016,1326.248206763065
SC,2016,2829.7959346808266
HST,2017,63.037138927097665
SOCO,2017,26428.059945192967
MISO,2017,73766.25361985751
LDWP,2017,3299.8400559570996
TEC,2017,2475.092401285583
EPE,2017,951.768893504096
FPC,2017,6083.215483574546
DUK,2017,11654.331994030535
PSCO,2017,4941.668197474168
CHPD,2017,211.62628123920305
WALC,2017,1132.1831842165634
AVA,2017,1396.9837155963303
PSEI,2017,3473.571871768356
PNM,2017,1562.2882211262759
AECI,2017,2245.2735159817353
TEPC,2017,1684.2714515757993
ISNE,2017,13887.79728789986
TPWR,2017,570.8737263880939
TIDC,2017,307.41618960384704
SEC,2017,7852.834995361781
GCPD,2017,574.3474586083131
ERCO,2017,40846.2906002525
GVL,2017,231.31997251488778
NSB,2017,49.43271102966441
WACM,2017,2962.3555861436107
DOPD,2017,180.72816999535533
PACW,2017,2391.775939331265
CISO,2017,26395.228318380494
SWPP,2017,29408.25072581582
IPCO,2017,-194.73178922987842
FMPP,2017,2060.9427040875744
PGE,2017,2402.2516313680594
AZPS,2017,3532.258953168044
PACE,2017,5093.310420013771
SPA,2017,71.04064390912204
IID,2017,428.20547630004603
SCL,2017,1136.82856161246
SCEG,2017,2752.030762167126
NYIS,2017,17845.1682350241
BPAT,2017,6434.424109715339
SRP,2017,3435.70554405337
TAL,2017,317.4850011449508
CPLW,2017,563.689429587972
NWMT,2017,1303.5267618715895
FPL,2017,14380.417058891057
BANC,2017,2085.364983788791
TVA,2017,6139.634537689022
SC,2017,2750.8304227941176
PJM,2017,89936.79935720845
LGEE,2017,4005.7334257334255
OVEC,2017,60.85260482846252
NEVP,2017,4218.028328936804
JEA,2017,1489.6166281755197
WAUW,2017,94.50275355667738
CPLE,2017,6899.913462642029
AEC,2017,507.426652892562
WACM,2018,3328.9419218585003
LGEE,2018,4719.253934942288
OVEC,2018,80.0
TEC,2018,2306.485834207765
CPLW,2018,750.4207764952781
TIDC,2018,259.39684210526315
ERCO,2018,41472.46848739496
SRP,2018,2698.1451104100947
FPC,2018,6023.12947368421
NSB,2018,48.41088580576307
WALC,2018,953.4237644584648
AVA,2018,1579.770127118644
CISO,2018,23699.846235418874
SOCO,2018,29505.594262295082
NWMT,2018,1427.8790149892934
PGE,2018,2470.662105263158
MISO,2018,81037.6358974359
SCL,2018,1246.5757894736842
TVA,2018,21361.095588235294
ISNE,2018,15428.82226980728
PSEI,2018,3895.4405286343613
SC,2018,3172.7476340694006
CPLE,2018,8325.418677859392
PJM,2018,104334.95487932843
PNM,2018,1548.5983175604626
SWPP,2018,31697.322478991595
IPCO,2018,-414.92105263157896
AEC,2018,620.8088235294117
EPE,2018,832.3818565400844
DOPD,2018,217.6263157894737
BPAT,2018,6908.282678002125
AZPS,2018,2800.42600422833
HST,2018,49.30987394957983
FMPP,2018,1939.9506966773847
TAL,2018,329.890870933893
TPWR,2018,641.641052631579
AECI,2018,3217.2649842271294
PACE,2018,5548.241850683491
CHPD,2018,269.82947368421054
NEVP,2018,3609.516842105263
SCEG,2018,3045.89296956978
PACW,2018,2691.135106382979
BANC,2018,1853.1094736842106
SPA,2018,-927.0020491803278
FPL,2018,12741.473739495797
TEPC,2018,1429.6698212407991
PSCO,2018,5120.713980789755
DUK,2018,13695.14947368421
SEC,2018,205.1762854144806
JEA,2018,1672.4854497354497
IID,2018,278.87185354691076
GVL,2018,232.0451206715635
WAUW,2018,111.58421052631579
LDWP,2018,2947.3704918032786
GCPD,2018,574.3126315789474
NYIS,2018,19116.34282700422
